Date,US High Yied,US Investment Grade,Emerging Investment Grade,Emerging High Yield OAS,Emerging Investment Grade OAS,US High Yield OAS,US Investment Grade OAS,US 10 Year -2 Year Gov Spread
20121218,1471.4399,150.19,400.4844,4.84,1.87,5.0,1.506,153.524
20121217,1470.37,150.64,400.8757,4.89,1.92,5.07,1.5105,151.766
20121214,1469.62,151.12,400.8519,4.89,1.97,5.12,1.5150000000000001,146.351
20121213,1469.9301,150.86,400.4532,4.91,1.96,5.09,1.5195,147.593
20121212,1469.35,150.96,400.5051,4.9,1.98,5.12,1.524,145.195
20121211,1467.25,151.32,400.5949,4.93,2.01,5.17,1.5285,141.205
20121210,1464.59,151.5,400.7167,4.95,2.03,5.23,1.533,137.834
20121207,1462.87,151.35,400.6214,5.04,2.03,5.24,1.5375,137.94899999999998
20121206,1460.79,151.8,400.7959,5.03,2.05,5.29,1.542,134.365
20121205,1458.75,151.72,400.545,5.08,2.05,5.31,1.5465,134.535
20121204,1454.17,151.6,400.5116,5.09,2.04,5.39,1.5510000000000002,135.673
20121203,1452.27,151.29,400.3018,5.13,2.02,5.42,1.5555,136.67600000000002
20121130,1449.72,151.38,400.3394,5.16,2.04,5.46,1.56,136.558
20121129,1447.4301,151.31,400.0262,5.19,2.04,5.49,1.5550000000000002,135.691
20121128,1443.6,151.33,399.6443,5.3,2.05,5.56,1.55,136.27100000000002
20121127,1442.75,151.27,399.1855,5.33,2.04,5.56,1.545,137.266
20121126,1440.3,151.13,398.6654,5.41,2.04,5.58,1.54,139.22
20121123,1437.59,150.8,398.0573,5.34,2.04,5.6,1.5350000000000001,141.556
20121121,1436.27,150.73,397.6603,5.4,2.05,5.62,1.53,140.534
20121120,1434.67,150.89,397.5967,5.44,2.08,5.67,1.525,140.785
20121119,1432.1899,151.22,397.587,5.46,2.11,5.73,1.52,136.71200000000002
20121116,1427.61,151.41,397.7706,5.52,2.13,5.84,1.5150000000000001,133.892
20121115,1428.72,151.54,398.1566,5.51,2.1,5.79,1.51,134.67700000000002
20121114,1434.4301,151.83,398.6148,5.48,2.08,5.67,1.505,134.108
20121113,1435.95,151.81,398.9956,5.46,2.07,5.64,1.5,134.047
20121109,1437.54,151.59,399.0892,5.4,2.04,5.59,1.495,134.436
20121108,1441.63,151.77,399.4099,5.38,2.01,5.48,1.49,135.291
20121107,1442.6,151.52,399.534,5.32,1.97,5.45,1.4849999999999999,137.286
20121106,1444.0601,150.74,398.9445,5.26,1.9,5.32,1.48,144.523
20121105,1442.3101,151.41,398.8349,5.34,1.95,5.39,1.475,140.641
20121102,1441.38,151.17,398.2242,5.32,1.92,5.37,1.47,142.91299999999998
20121101,1439.92,151.25,398.0681,5.32,1.93,5.39,1.4649999999999999,143.88299999999998
20121031,1438.21,151.62,398.3263,5.33,1.95,5.43,1.46,140.47799999999998
20121029,1438.59,151.15,398.0787,5.25,1.93,5.4,1.4695238095238095,142.576
20121026,1439.17,151.0,398.1499,5.21,1.89,5.33,1.479047619047619,144.414
20121025,1441.3101,150.45,398.161,5.07,1.83,5.26,1.4885714285714284,150.855
20121024,1440.92,150.91,398.7769,5.12,1.86,5.28,1.4980952380952381,149.57299999999998
20121023,1440.34,150.93,399.2848,5.12,1.84,5.31,1.5076190476190476,146.66899999999998
20121022,1444.22,151.07,399.7307,5.07,1.8,5.17,1.5171428571428571,150.268
20121019,1443.9,151.44,400.259,5.08,1.8,5.19,1.5266666666666666,146.47799999999998
20121018,1444.63,150.95,400.0926,5.04,1.75,5.13,1.536190476190476,153.493
20121017,1443.21,150.88,399.8518,5.08,1.77,5.16,1.5457142857142856,152.311
20121016,1440.15,151.06,399.6552,5.18,1.85,5.29,1.555238095238095,145.14
20121015,1437.7,151.27,399.288,5.28,1.91,5.37,1.5647619047619048,140.382
20121012,1435.08,151.16,398.6519,5.37,1.94,5.41,1.5742857142857143,139.489
20121011,1434.6801,150.82,397.3877,5.42,1.97,5.41,1.5838095238095238,140.67700000000002
20121010,1431.77,150.41,396.9057,5.46,1.97,5.45,1.5933333333333333,141.31
20121009,1432.87,150.08,396.6671,5.45,1.95,5.41,1.6028571428571428,145.414
20121005,1432.79,149.69,396.36199999999997,5.33,1.95,5.36,1.6123809523809522,148.372
20121004,1431.0,149.95,396.4724,5.4,2.0,5.45,1.6219047619047617,143.002
20121003,1428.92,150.17,395.773,5.47,2.06,5.51,1.6314285714285712,138.32
20121002,1428.15,150.15,394.8023,5.51,2.1,5.52,1.640952380952381,138.44
20121001,1427.59,149.9,393.97900000000004,5.51,2.12,5.52,1.6504761904761904,138.954
20120928,1425.6899,149.69,393.2019,5.54,2.14,5.51,1.66,140.205
20120927,1424.72,149.49,392.8745,5.54,2.14,5.56,1.67,140.308
20120926,1422.1,149.61,392.5684,5.6,2.17,5.62,1.68,135.053
20120925,1429.96,149.26,392.5041,5.52,2.12,5.39,1.69,140.28799999999998
20120924,1432.12,148.97,392.8253,5.47,2.08,5.33,1.7,145.014
20120921,1434.04,148.63,392.5568,5.45,2.05,5.25,1.71,149.351
20120920,1434.6801,148.52,392.4712,5.44,2.03,5.22,1.72,150.519
20120919,1436.35,148.48,392.2494,5.4,2.03,5.16,1.73,151.256
20120918,1436.09,148.08,392.0285,5.4,2.01,5.16,1.74,155.317
20120917,1435.51,147.89,391.8281,5.33,2.0,5.14,1.75,158.636
20120914,1434.29,147.37,391.3905,5.33,1.99,5.13,1.76,161.487
20120913,1428.7,147.8,392.1442,5.46,2.07,5.29,1.77,148.787
20120912,1426.72,147.67,392.1481,5.45,2.05,5.31,1.78,151.44799999999998
20120911,1421.79,148.11,391.8695,5.5,2.11,5.42,1.79,145.339
20120910,1419.54,148.12,391.2902,5.58,2.14,5.47,1.8,140.69299999999998
20120907,1416.89,148.14,390.7884,5.63,2.17,5.51,1.81,141.668
20120906,1412.0601,147.81,389.9626,5.64,2.19,5.58,1.82,141.905
20120905,1409.0601,148.43,389.6393,5.73,2.26,5.69,1.83,136.064
20120904,1407.89,148.61,389.5081,5.77,2.27,5.72,1.84,134.075
20120831,1406.12,148.65,388.7121,5.87,2.31,5.75,1.85,132.683
20120830,1405.29,148.11,388.3225,5.81,2.27,5.71,1.852608695652174,136.82399999999998
20120829,1405.29,147.85,388.222,5.76,2.24,5.69,1.855217391304348,137.989
20120828,1404.54,148.07,388.4355,5.76,2.24,5.71,1.8578260869565217,136.861
20120827,1404.22,147.91,388.2185,5.76,2.24,5.68,1.8604347826086958,138.589
20120824,1402.8199,147.53,388.0576,5.76,2.22,5.69,1.8630434782608696,141.796
20120823,1402.61,147.72,387.8268,5.79,2.23,5.72,1.8656521739130436,141.808
20120822,1401.65,147.32,387.2953,5.77,2.22,5.69,1.8682608695652174,143.196
20120821,1400.6899,146.57,385.9062,5.71,2.18,5.65,1.8708695652173912,151.064
20120820,1398.59,146.34,385.6147,5.74,2.18,5.68,1.8734782608695653,152.18
20120817,1396.8199,146.23,385.6147,5.76,2.18,5.69,1.876086956521739,152.314
20120816,1396.08,145.96,385.70599999999996,5.76,2.16,5.69,1.878695652173913,154.194
20120815,1396.58,146.28,386.6302,5.82,2.16,5.69,1.881304347826087,152.906
20120814,1397.98,147.05,387.8061,5.88,2.18,5.7,1.883913043478261,146.361
20120813,1398.53,147.71,388.8243,5.94,2.21,5.76,1.8865217391304347,139.819
20120810,1397.83,147.64,388.6302,5.95,2.21,5.77,1.8891304347826088,139.556
20120809,1399.01,147.34,388.9383,5.88,2.17,5.68,1.8917391304347826,141.49200000000002
20120808,1399.3,147.35,389.4142,5.84,2.16,5.65,1.8943478260869564,137.612
20120807,1399.0601,147.51,389.129,5.88,2.19,5.65,1.8969565217391304,136.355
20120806,1397.2,148.08,389.1748,5.96,2.25,5.7,1.8995652173913042,132.562
20120803,1394.4399,147.66,388.158,6.01,2.27,5.72,1.9021739130434783,132.437
20120802,1392.2,148.57,388.216,6.18,2.35,5.83,1.904782608695652,125.34899999999999
20120801,1391.97,148.0,387.38599999999997,6.16,2.33,5.79,1.907391304347826,129.571
20120731,1389.85,148.32,386.9712,6.28,2.39,5.95,1.91,125.55
20120730,1387.08,148.11,385.7229,6.21,2.43,5.91,1.9228571428571428,127.789
20120727,1383.36,147.33,384.0873,6.21,2.43,5.92,1.9357142857142857,130.658
20120726,1380.8199,148.29,383.4099,6.4,2.57,6.1,1.9485714285714286,120.789
20120725,1378.63,148.26,382.9428,6.51,2.6,6.15,1.9614285714285713,118.12700000000001
20120724,1379.3199,148.17,383.149,6.49,2.6,6.15,1.9742857142857142,117.279
20120723,1379.33,147.92,384.1348,6.37,2.53,6.13,1.987142857142857,121.557
20120720,1381.83,148.09,384.6987,6.2,2.48,5.99,2.0,125.405
20120719,1381.5,147.65,384.0019,6.17,2.46,5.98,2.012857142857143,129.279
20120718,1378.5601,147.68,383.7744,6.17,2.49,6.07,2.025714285714286,127.12
20120717,1376.35,146.92,383.4108,6.15,2.47,6.09,2.0385714285714287,126.874
20120716,1375.41,146.99,382.2382,6.25,2.54,6.12,2.0514285714285716,124.52600000000001
20120713,1374.25,146.5,380.57,6.28,2.56,6.09,2.0642857142857145,124.851
20120712,1373.97,146.49,379.9091,6.38,2.6,6.11,2.0771428571428574,121.919
20120711,1375.27,146.29,379.1264,6.41,2.61,6.06,2.09,125.359
20120710,1374.15,146.15,377.9502,6.46,2.65,6.09,2.1028571428571428,123.445
20120709,1372.27,145.76,377.2025,6.44,2.66,6.13,2.1157142857142857,124.867
20120706,1371.52,145.46,376.6721,6.4,2.64,6.14,2.1285714285714286,127.81299999999999
20120705,1370.71,145.06,375.9359,6.32,2.63,6.12,2.1414285714285715,131.02200000000002
20120703,1369.1,144.74,374.9474,6.36,2.62,6.11,2.1542857142857144,132.697
20120702,1367.03,145.02,374.1386,6.51,2.7,6.17,2.1671428571428573,129.409
20120629,1363.9,144.17,372.6547,6.54,2.68,6.15,2.18,134.268
20120628,1358.64,144.58,372.45099999999996,6.71,2.75,6.31,2.1861904761904762,127.454
20120627,1357.22,144.33,372.1896,6.65,2.72,6.31,2.1923809523809523,130.759
20120626,1355.21,144.24,371.9063,6.65,2.72,6.35,2.198571428571429,131.808
20120625,1354.4399,144.44,372.2513,6.66,2.65,6.38,2.204761904761905,130.653
20120622,1355.58,143.86,372.3102,6.59,2.59,6.3,2.210952380952381,137.026
20120621,1356.0699,144.32,372.7057,6.62,2.61,6.32,2.217142857142857,131.651
20120620,1354.66,143.87,372.3871,6.55,2.6,6.33,2.2233333333333336,134.546
20120619,1350.51,143.68,372.1112,6.59,2.63,6.44,2.2295238095238097,132.82
20120618,1344.5601,143.89,371.4941,6.67,2.69,6.59,2.2357142857142858,129.047
20120615,1342.16,143.74,370.8803,6.7,2.71,6.62,2.241904761904762,130.602
20120614,1340.0601,143.27,369.8909,6.71,2.72,6.62,2.2480952380952384,134.679
20120613,1339.2,143.36,369.5097,6.75,2.74,6.65,2.2542857142857144,130.158
20120612,1337.6,142.9,368.5115,6.75,2.72,6.65,2.2604761904761905,137.314
20120611,1339.48,143.6,368.4342,6.86,2.77,6.64,2.2666666666666666,131.892
20120608,1336.61,143.02,367.7352,6.74,2.76,6.67,2.272857142857143,136.822
20120607,1335.66,142.95,367.1854,6.76,2.78,6.68,2.279047619047619,137.178
20120606,1329.59,142.74,365.8841,6.85,2.85,6.79,2.2852380952380953,139.622
20120605,1323.66,143.29,364.7264,7.06,2.97,6.95,2.2914285714285714,132.329
20120604,1326.51,143.64,363.3502,7.18,3.04,6.89,2.297619047619048,127.28
20120601,1328.89,144.17,363.5549,7.22,3.07,6.88,2.303809523809524,120.48200000000001
20120531,1335.7,143.66,363.5012,7.05,2.97,6.71,2.31,129.49
20120530,1336.47,143.42,363.9932,6.95,2.91,6.65,2.297727272727273,135.525
20120529,1337.91,142.54,363.5107,6.79,2.85,6.53,2.2854545454545456,145.451
20120525,1334.6899,142.3,363.2543,6.74,2.85,6.56,2.2731818181818184,145.158
20120524,1334.1,142.15,363.4201,6.68,2.83,6.56,2.2609090909090908,147.929
20120523,1333.8101,142.48,364.0813,6.62,2.84,6.58,2.2486363636363635,144.42600000000002
20120522,1336.87,141.9,364.4698,6.51,2.76,6.35,2.2363636363636363,147.722
20120521,1333.49,142.57,364.2241,6.59,2.82,6.44,2.224090909090909,145.39
20120518,1337.42,142.86,364.4886,6.65,2.82,6.34,2.211818181818182,142.808
20120517,1342.05,143.21,366.0972,6.56,2.75,6.26,2.1995454545454547,140.173
20120516,1350.95,143.09,367.3873,6.47,2.64,6.04,2.1872727272727275,147.30100000000002
20120515,1354.99,143.41,368.6854,6.3,2.57,5.96,2.175,149.279
20120514,1356.98,143.44,369.6132,6.21,2.53,5.93,2.1627272727272726,150.055
20120511,1359.86,143.19,370.17699999999996,6.01,2.46,5.81,2.1504545454545454,157.84799999999998
20120510,1359.91,142.96,370.4934,5.9,2.41,5.8,2.138181818181818,160.789
20120509,1358.7,143.01,370.7644,5.89,2.41,5.84,2.125909090909091,156.766
20120508,1360.53,143.33,371.6765,5.81,2.38,5.8,2.1136363636363638,158.511
20120507,1360.6801,143.05,371.4524,5.74,2.35,5.76,2.1013636363636365,161.654
20120504,1360.6899,143.22,371.6626,5.7,2.34,5.72,2.0890909090909093,162.356
20120503,1359.84,142.86,371.2279,5.64,2.32,5.72,2.0768181818181817,167.22400000000002
20120502,1357.98,142.74,370.3853,5.68,2.35,5.74,2.0645454545454545,166.482
20120501,1356.83,142.24,369.3577,5.68,2.35,5.74,2.0522727272727272,167.672
20120430,1353.37,142.58,369.2889,5.75,2.39,5.82,2.04,165.579
20120427,1351.3,142.37,368.8011,5.8,2.39,5.86,2.034761904761905,167.674
20120426,1348.29,142.13,368.4413,5.85,2.37,5.89,2.0295238095238095,167.942
20120425,1346.92,141.96,368.3093,5.86,2.36,5.89,2.0242857142857145,171.726
20120424,1343.35,141.99,368.1012,5.93,2.38,5.98,2.019047619047619,170.609
20120423,1341.02,142.16,368.3693,5.97,2.39,6.03,2.013809523809524,167.56400000000002
20120420,1341.5699,142.03,368.0304,5.92,2.35,5.98,2.0085714285714285,169.66299999999998
20120419,1340.72,142.18,367.9056,6.02,2.37,6.0,2.0033333333333334,169.924
20120418,1340.0699,141.99,367.6325,6.03,2.36,5.99,1.9980952380952381,170.804
20120417,1339.49,141.78,366.9693,5.96,2.36,5.98,1.9928571428571429,172.69
20120416,1337.0699,142.03,366.6251,5.98,2.4,6.06,1.9876190476190476,171.137
20120413,1336.35,141.92,366.2927,5.94,2.39,6.05,1.9823809523809524,171.516
20120412,1335.53,141.32,365.7717,5.9,2.36,6.03,1.977142857142857,176.393
20120411,1332.88,141.34,364.9358,5.94,2.41,6.09,1.9719047619047618,174.41099999999997
20120410,1333.6899,141.82,365.3623,5.94,2.42,6.12,1.9666666666666666,169.54
20120409,1336.14,141.48,364.959,5.87,2.39,6.03,1.9614285714285713,173.268
20120406,1339.6899,141.64,364.9479,5.73,2.26,5.93,1.9561904761904763,178.737
20120405,1339.14,140.64,364.3955,5.74,2.28,5.85,1.950952380952381,184.206
20120404,1339.78,140.31,364.4383,5.65,2.22,5.79,1.9457142857142857,188.135
20120403,1341.0601,140.16,364.5787,5.58,2.18,5.71,1.9404761904761905,193.024
20120402,1340.29,140.81,364.8007,5.66,2.28,5.79,1.9352380952380952,185.71200000000002
20120330,1339.35,140.62,364.4861,5.63,2.27,5.76,1.93,187.99599999999998
20120329,1338.85,141.12,364.9851,5.64,2.3,5.84,1.9327272727272726,182.11
20120328,1340.53,140.94,365.0727,5.55,2.27,5.74,1.9354545454545453,185.81099999999998
20120327,1340.71,140.97,364.9986,5.58,2.27,5.73,1.9381818181818182,186.312
20120326,1339.49,140.52,364.7161,5.52,2.23,5.72,1.940909090909091,190.30700000000002
20120323,1338.21,140.45,364.5609,5.52,2.24,5.73,1.9436363636363636,187.888
20120322,1338.61,140.16,364.4376,5.43,2.21,5.72,1.9463636363636363,191.36
20120321,1340.11,140.21,364.4329,5.38,2.19,5.66,1.949090909090909,192.762
20120320,1339.21,139.52,364.025,5.29,2.13,5.61,1.9518181818181817,196.66099999999997
20120319,1340.62,139.5,364.1779,5.26,2.12,5.59,1.9545454545454546,199.697
20120316,1339.89,139.99,364.3696,5.33,2.18,5.65,1.9572727272727273,193.417
20120315,1339.8,139.93,364.5865,5.28,2.18,5.67,1.96,191.60299999999998
20120314,1341.59,139.65,365.0407,5.23,2.15,5.61,1.9627272727272727,188.13
20120313,1340.71,140.76,366.1328,5.38,2.26,5.74,1.9654545454545453,177.919
20120312,1339.04,141.27,365.9472,5.52,2.34,5.84,1.9681818181818183,171.013
20120309,1337.86,141.15,365.1192,5.53,2.36,5.86,1.970909090909091,170.89700000000002
20120308,1336.24,141.38,364.4395,5.58,2.41,5.91,1.9736363636363636,170.545
20120307,1333.88,141.6,364.1449,5.71,2.46,5.99,1.9763636363636363,167.295
20120306,1332.38,141.94,364.5818,5.7,2.46,6.05,1.979090909090909,166.385
20120305,1340.53,141.82,364.8617,5.57,2.39,5.84,1.9818181818181817,171.581
20120302,1342.86,142.11,364.9108,5.57,2.42,5.79,1.9845454545454546,169.91
20120301,1342.17,141.62,363.2679,5.6,2.44,5.73,1.9872727272727273,173.56599999999997
20120229,1341.22,141.99,362.7318,5.69,2.51,5.77,1.99,167.704
20120228,1339.15,141.98,362.2193,5.71,2.56,5.86,2.0035,165.248
20120227,1337.13,141.9,361.9977,5.73,2.58,5.9,2.017,163.916
20120224,1335.7,141.34,361.6021,5.7,2.54,5.85,2.0305,166.96900000000002
20120223,1331.8101,141.05,361.1014,5.75,2.56,5.95,2.044,169.44400000000002
20120222,1329.13,140.84,360.6403,5.77,2.57,5.99,2.0575,170.53099999999998
20120221,1327.36,140.4,360.1308,5.83,2.55,5.97,2.0709999999999997,175.94799999999998
20120217,1324.73,140.5,359.5047,5.97,2.61,6.07,2.0845,171.02
20120216,1321.75,140.38,359.2203,6.01,2.63,6.14,2.098,169.141
20120215,1323.37,141.22,359.5204,6.08,2.67,6.14,2.1115,166.435
20120214,1323.4399,141.46,359.3798,6.09,2.68,6.12,2.125,165.298
20120213,1323.13,140.87,358.9479,6.06,2.65,6.11,2.1385,168.695
20120210,1320.7,140.89,357.9901,6.14,2.71,6.16,2.1519999999999997,171.108
20120209,1323.8199,140.44,357.6113,6.09,2.66,6.05,2.1654999999999998,177.34
20120208,1322.95,140.71,357.3671,6.14,2.71,6.09,2.179,172.71099999999998
20120207,1320.46,140.54,357.2938,6.11,2.71,6.17,2.1925,172.622
20120206,1319.0601,140.88,357.4021,6.16,2.76,6.25,2.206,167.523
20120203,1316.84,140.06,357.0968,6.13,2.72,6.23,2.2195,169.101
20120202,1313.78,140.79,357.3321,6.31,2.8,6.36,2.2329999999999997,159.767
20120201,1312.5601,140.51,356.8911,6.48,2.8,6.36,2.2464999999999997,160.289
20120131,1310.1,140.81,356.7403,6.56,2.85,6.43,2.26,158.127
20120130,1308.7,140.41,355.6296,6.53,2.86,6.42,2.2765,163.202
20120127,1310.17,139.92,355.1078,6.51,2.83,6.32,2.2929999999999997,167.91
20120126,1308.85,139.61,354.3579,6.52,2.84,6.36,2.3095,171.94
20120125,1302.11,138.67,353.2785,6.53,2.83,6.43,2.3259999999999996,177.092
20120124,1298.89,138.22,352.2324,6.53,2.81,6.4,2.3425,182.43
20120123,1297.5699,138.11,352.3412,6.57,2.8,6.41,2.359,181.55900000000003
20120120,1294.3199,138.21,352.1099,6.63,2.85,6.47,2.3754999999999997,178.313
20120119,1293.15,138.45,351.8296,6.78,2.92,6.56,2.392,174.21200000000002
20120118,1288.78,138.74,351.6012,6.76,3.0,6.71,2.4084999999999996,167.16099999999997
20120117,1287.64,139.04,351.56699999999995,6.56,3.07,6.71,2.425,163.81
20120113,1285.67,138.9,351.3229,6.58,3.07,6.77,2.4415,164.11900000000003
20120112,1287.24,138.25,351.11699999999996,6.51,3.01,6.7,2.4579999999999997,169.30200000000002
20120111,1286.4399,138.34,350.8086,6.56,3.05,6.74,2.4745,167.403
20120110,1286.08,137.87,351.01199999999994,6.5,3.0,6.69,2.4909999999999997,172.68400000000003
20120109,1283.59,137.74,351.5089,6.49,2.99,6.75,2.5075,171.253
20120106,1282.05,137.59,351.06699999999995,6.47,3.0,6.75,2.524,170.079
20120105,1280.28,137.2,351.17400000000004,6.41,2.96,6.78,2.5404999999999998,173.417
20120104,1279.72,137.25,351.412,6.42,2.95,6.74,2.557,171.685
20120103,1277.59,137.28,351.3681,6.43,2.99,6.82,2.5734999999999997,169.12900000000002
20111230,1271.5,137.76,350.8883,6.56,3.07,6.99,2.59,163.6
20111229,1270.23,137.52,350.75800000000004,6.55,3.06,6.97,2.5976190476190473,163.106
20111228,1268.87,137.4,350.8661,6.54,3.05,7.0,2.605238095238095,164.93
20111227,1266.92,136.39,350.3004,6.47,2.98,6.96,2.6128571428571425,171.372
20111223,1265.13,136.04,349.8061,6.47,2.97,6.96,2.6204761904761904,174.08900000000003
20111222,1264.0,136.71,350.2646,6.53,3.03,7.04,2.628095238095238,167.19400000000002
20111221,1261.9399,136.51,350.1067,6.57,3.08,7.08,2.6357142857142857,169.50400000000002
20111220,1260.7,136.87,349.8201,6.62,3.13,7.12,2.643333333333333,166.737
20111219,1258.59,137.74,350.1198,6.73,3.21,7.23,2.650952380952381,157.454
20111216,1257.0601,137.35,349.9289,6.69,3.18,7.24,2.6585714285714284,162.44
20111215,1255.61,136.77,349.6949,6.66,3.14,7.23,2.666190476190476,166.87400000000002
20111214,1255.92,137.07,349.9573,6.64,3.13,7.22,2.6738095238095236,166.356
20111213,1257.35,136.63,350.1737,6.55,3.08,7.17,2.6814285714285715,173.395
20111212,1255.98,136.29,350.0249,6.47,3.04,7.18,2.689047619047619,178.981
20111209,1257.15,135.97,349.8564,6.42,3.0,7.11,2.6966666666666668,183.69
20111208,1258.21,136.84,350.3641,6.47,3.04,7.13,2.704285714285714,175.09799999999998
20111207,1257.61,136.5,350.2857,6.39,2.99,7.1,2.711904761904762,179.433
20111206,1255.63,135.93,350.1293,6.31,2.92,7.08,2.7195238095238095,183.408
20111205,1253.91,136.26,349.9511,6.38,2.96,7.11,2.7271428571428573,178.456
20111202,1248.4301,135.81,348.7995,6.46,3.01,7.2,2.7347619047619047,178.197
20111201,1243.01,134.6,347.5526,6.39,2.99,7.25,2.7423809523809526,183.183
20111130,1238.6,134.87,346.5271,6.52,3.08,7.34,2.75,181.298
20111129,1232.4399,135.31,346.4012,6.65,3.14,7.49,2.7215,173.62599999999998
20111128,1232.73,135.65,347.3099,6.71,3.13,7.51,2.693,171.892
20111125,1228.79,135.19,347.1636,6.72,3.13,7.56,2.6645,168.937
20111123,1229.41,136.11,347.9824,6.7,3.15,7.59,2.636,162.105
20111122,1233.9399,136.06,348.2475,6.55,3.08,7.46,2.6075,165.85299999999998
20111121,1238.41,136.13,349.0774,6.46,3.01,7.35,2.579,169.17
20111118,1244.84,136.22,349.7406,6.37,2.94,7.18,2.5505,173.1
20111117,1247.6899,136.6,350.3455,6.38,2.96,7.17,2.5220000000000002,169.702
20111116,1250.0601,136.43,351.0201,6.29,2.87,7.1,2.4935,175.688
20111115,1251.02,136.4,351.6299,6.19,2.8,7.08,2.465,180.602
20111114,1254.35,137.08,352.12,6.17,2.79,7.02,2.4365,182.488
20111110,1253.47,136.83,351.8858,6.17,2.77,7.04,2.4080000000000004,182.572
20111109,1255.03,137.6,352.7423,6.18,2.79,7.06,2.3795,173.42
20111108,1263.13,137.46,352.9517,6.04,2.7,6.83,2.351,183.77
20111107,1263.4301,138.33,352.8124,6.13,2.77,6.88,2.3225000000000002,180.232
20111104,1263.36,138.07,352.0154,6.11,2.77,6.85,2.294,181.329
20111103,1262.23,137.85,351.2354,6.11,2.78,6.84,2.2655000000000003,183.415
20111102,1259.12,138.22,350.404,6.24,2.87,6.93,2.237,175.791
20111101,1255.6801,138.38,350.0291,6.25,2.87,6.99,2.2085,175.062
20111031,1265.89,137.57,349.6046,6.01,2.73,6.67,2.18,187.4
20111028,1268.45,136.66,348.7791,5.94,2.65,6.5,2.205,202.68599999999998
20111027,1265.17,135.71,347.5062,5.93,2.62,6.48,2.23,208.7
20111026,1253.29,136.35,346.2674,6.26,2.84,6.83,2.2550000000000003,191.77599999999998
20111025,1252.0699,136.94,345.6173,6.4,2.94,6.9,2.2800000000000002,186.495
20111024,1246.03,135.7,344.2027,6.35,2.9,6.93,2.305,195.326
20111021,1239.21,135.53,343.7983,6.43,2.94,7.08,2.33,195.13
20111020,1231.13,135.51,344.1539,6.45,2.93,7.25,2.355,192.553
20111019,1228.34,135.38,344.3466,6.47,2.95,7.32,2.3800000000000003,189.31900000000002
20111018,1219.63,134.9,344.0989,6.5,2.97,7.49,2.4050000000000002,190.984
20111017,1218.8199,134.86,343.8712,6.47,2.98,7.49,2.43,188.825
20111014,1214.53,134.08,342.6406,6.45,2.97,7.61,2.455,198.118
20111013,1209.6801,134.39,342.0111,6.55,3.05,7.74,2.4800000000000004,190.543
20111012,1206.28,133.53,340.51199999999994,6.6,3.07,7.75,2.5050000000000003,192.43400000000003
20111011,1194.22,133.7,338.56699999999995,6.82,3.22,8.01,2.5300000000000002,184.81400000000002
20111007,1185.4,133.69,336.1553,7.06,3.41,8.21,2.555,178.697
20111006,1179.77,134.04,334.9724,7.24,3.54,8.37,2.58,172.263
20111005,1167.71,134.24,333.119,7.41,3.69,8.65,2.6050000000000004,163.115
20111004,1165.22,135.08,334.0962,7.49,3.73,8.76,2.6300000000000003,156.835
20111003,1184.39,135.93,335.776,7.3,3.64,8.38,2.6550000000000002,152.349
20110930,1194.3199,135.15,336.233,7.06,3.49,8.07,2.68,167.13
20110929,1204.24,135.05,336.3675,7.03,3.46,7.85,2.661904761904762,173.68400000000003
20110928,1209.45,134.66,335.8733,7.0,3.44,7.72,2.643809523809524,173.21400000000003
20110927,1213.8,134.52,335.2119,6.98,3.47,7.62,2.625714285714286,173.532
20110926,1212.89,135.14,335.7899,6.97,3.52,7.71,2.6076190476190475,167.237
20110923,1215.4301,135.88,338.6228,6.82,3.45,7.7,2.5895238095238096,161.48
20110922,1220.51,137.19,343.5127,6.68,3.27,7.67,2.5714285714285716,151.909
20110921,1232.05,136.61,346.3132,6.3,2.99,7.35,2.5533333333333332,166.282
20110920,1232.4399,135.81,346.4788,6.17,2.92,7.34,2.5352380952380953,177.606
20110919,1231.79,135.93,346.9165,6.13,2.89,7.35,2.5171428571428573,179.63
20110916,1232.87,135.09,346.8899,5.95,2.77,7.22,2.499047619047619,188.15400000000002
20110915,1229.9301,134.93,346.8516,5.95,2.75,7.25,2.480952380952381,189.179
20110914,1228.5,135.39,347.4909,5.93,2.78,7.33,2.4628571428571426,179.75900000000001
20110913,1225.88,135.31,348.371,5.87,2.75,7.39,2.4447619047619047,178.86599999999999
20110912,1227.11,135.95,349.3764,5.88,2.75,7.4,2.4266666666666667,174.16099999999997
20110909,1234.8,136.56,350.4291,5.84,2.72,7.27,2.4085714285714284,174.87900000000002
20110908,1236.37,136.26,350.6441,5.74,2.65,7.18,2.3904761904761904,178.917
20110907,1234.28,135.98,350.2587,5.72,2.62,7.19,2.3723809523809525,184.15400000000002
20110906,1229.92,136.37,350.4758,5.7,2.66,7.31,2.354285714285714,178.67
20110902,1239.02,136.56,350.4832,5.63,2.64,7.11,2.336190476190476,179.017
20110901,1238.88,135.5,349.6925,5.5,2.56,7.03,2.3180952380952378,194.915
20110831,1234.6801,134.81,348.5195,5.46,2.55,7.08,2.3,202.28400000000002
20110830,1226.21,134.9,347.6709,5.62,2.64,7.27,2.2730434782608695,198.013
20110829,1222.89,133.91,346.8743,5.56,2.58,7.28,2.246086956521739,205.21599999999998
20110826,1219.29,134.41,347.1146,5.64,2.64,7.36,2.2191304347826084,200.158
