Date,LF98TRUU Index  (R4),I17660US Index  (R2),BEHGTRUU Index  (L2),BEBGTRUU Index  (L3),BEBGOAS Index  (L1),BEHGOAS Index  (R1),LF98OAS Index  (L1),BLQCOAS Index  (R1),USYC2Y10 Index  (R3)
,US High Yied,US Investment Grade,Emerging Investment Grade,Emerging High Yield,Emerging High Yield OAS,Emerging Investment Grade OAS,US High Yield OAS,US Investment Grade OAS,US 10 Year -2 Year Gov Spread
1/30/2017,1840.86,169.02,431.7817,5/3/1903,4.56,1.7,3.83,1.26,127.193
1/27/2017,1841.42,169.11,431.7764,5/2/1903,4.57,1.7,3.82,1.26,126.2146
1/26/2017,1840.1,168.77,431.2031,4/30/1903,4.58,1.69,3.81,1.26,127.6193
1/25/2017,1838.64,168.5,430.8483,4/29/1903,4.57,1.68,3.8,1.26,127.3551
1/24/2017,1835.04,169.01,431.5325,5/1/1903,4.6,1.7,3.87,1.27,126.8708
1/23/2017,1833.6,169.69,432.2148,4/30/1903,4.67,1.74,3.95,1.28,124.9589
1/20/2017,1833.88,168.95,430.8787,4/27/1903,4.65,1.72,3.87,1.28,127.4249
1/19/2017,1834.41,168.95,431.1259,4/27/1903,4.65,1.71,3.86,1.28,124.8425
1/18/2017,1836.03,169.6,432.9782,4/30/1903,4.64,1.71,3.89,1.28,120.4091
1/17/2017,1836.49,170.31,433.9597,5/2/1903,4.68,1.73,3.93,1.28,117.0892
1/13/2017,1835.04,169.67,432.2998,4/26/1903,4.71,1.73,3.89,1.28,119.9213
1/12/2017,1833.88,169.83,432.2386,4/25/1903,4.72,1.74,3.91,1.28,118.3997
1/11/2017,1834.3101,169.76,431.3477,4/22/1903,4.77,1.76,3.89,1.28,118.2654
1/10/2017,1834.66,169.64,431.8249,4/25/1903,4.72,1.74,3.88,1.27,118.6118
1/9/2017,1832.8101,169.72,431.8804,4/25/1903,4.74,1.74,3.88,1.26,117.9021
1/6/2017,1831.42,169.25,431.155,4/25/1903,4.7,1.73,3.83,1.26,120.5514
1/5/2017,1829.48,169.84,431.3929,4/23/1903,4.79,1.76,3.91,1.25,117.8258
1/4/2017,1825.98,168.91,429.3101,4/16/1903,4.82,1.75,3.87,1.24,122.1019
1/3/2017,1819.09,168.77,428.8326,4/12/1903,4.88,1.77,3.98,1.25,122.6357
12/30/2016,1813.85,168.7,428.4961,4/11/1903,4.92,1.79,4.09,1.26,125.0232
12/29/2016,1813.6,168.23,427.7739,4/10/1903,4.88,1.77,4.04,1.26,125.891
12/28/2016,1812.9399,167.91,427.3685,4/9/1903,4.87,1.76,4,1.26,125.007
12/27/2016,1811.8199,167.32,426.615,4/7/1903,4.84,1.74,3.97,1.26,132.8782
12/23/2016,1809.6,167.47,426.6648,4/5/1903,4.89,1.76,4.04,1.27,133.1552
12/22/2016,1808.24,167.31,426.5276,4/4/1903,4.89,1.74,4.04,1.26,135.5132
12/21/2016,1807.12,167.29,426.5883,4/4/1903,4.9,1.75,4.03,1.27,134.276
12/20/2016,1805.77,166.92,425.8489,4/1/1903,4.91,1.75,4.04,1.27,133.6391
12/19/2016,1805.17,167.11,425.9315,3/31/1903,4.95,1.76,4.07,1.28,131.1979
12/16/2016,1803.21,166.41,424.8416,3/28/1903,4.94,1.75,4.05,1.28,133.5111
12/15/2016,1804.0601,166.51,424.6887,3/27/1903,4.95,1.76,4.03,1.29,132.094
12/14/2016,1809.85,166.94,426.4091,4/2/1903,4.89,1.74,4.01,1.28,129.9346
12/13/2016,1809.72,167.25,426.5812,4/2/1903,4.96,1.78,4.08,1.29,130.3723
12/12/2016,1807.17,167.06,426.186,3/31/1903,5,1.79,4.13,1.31,132.6065
12/9/2016,1804.3101,166.98,426.4503,3/31/1903,5,1.79,4.17,1.31,133.0562
12/8/2016,1800.9399,167.72,427.3003,3/31/1903,5.04,1.81,4.25,1.32,129.2807
12/7/2016,1798.51,168.17,427.5397,3/30/1903,5.08,1.82,4.3,1.32,124.2003
12/6/2016,1791.72,167.54,425.9175,3/25/1903,5.13,1.83,4.37,1.33,127.0791
12/5/2016,1786.1801,167.61,425.3977,3/19/1903,5.21,1.85,4.45,1.33,127.0286
12/2/2016,1782.6801,167.47,424.5325,3/16/1903,5.26,1.87,4.5,1.34,128.5268
12/1/2016,1780.87,166.91,423.9882,3/15/1903,5.21,1.84,4.48,1.33,129.7124
11/30/2016,1780.98,167.58,425.7252,3/19/1903,5.19,1.85,4.55,1.34,126.1952
11/29/2016,1778.3199,168.09,426.2086,3/19/1903,5.25,1.88,4.63,1.36,119.9892
11/28/2016,1779.3,167.76,425.8611,3/20/1903,5.23,1.87,4.6,1.36,120.9421
11/25/2016,1776.11,167.25,424.8534,3/18/1903,5.21,1.86,4.59,1.37,123.443
11/23/2016,1775.9301,167.35,425.1361,3/19/1903,5.2,1.85,4.6,1.36,122.3009
11/22/2016,1775.66,167.59,425.7018,3/20/1903,5.22,1.86,4.63,1.37,122.0865
11/21/2016,1770.22,167.47,425.0931,3/20/1903,5.22,1.87,4.69,1.36,124.3061
11/18/2016,1767.14,167.44,424.8699,3/18/1903,5.25,1.87,4.74,1.36,128.29
11/17/2016,1769.41,168.12,427.0473,3/21/1903,5.24,1.85,4.76,1.34,125.2419
11/16/2016,1766.84,168.68,427.491,3/19/1903,5.32,1.87,4.83,1.34,121.3358
11/15/2016,1765.75,168.45,427.0955,3/18/1903,5.33,1.86,4.84,1.34,122.2294
11/14/2016,1756.51,168.41,424.4504,3/8/1903,5.52,1.94,4.98,1.35,125.3012
11/10/2016,1772.87,169.5,432.2584,4/2/1903,5.19,1.78,4.83,1.35,123.0893
11/9/2016,1779.05,169.61,436.0567,4/15/1903,5.03,1.72,4.79,1.39,116.2968
11/8/2016,1782.64,171.82,441.0713,4/24/1903,5.04,1.73,4.86,1.41,99.6813
11/7/2016,1782.59,172.08,440.6425,4/19/1903,5.14,1.77,4.89,1.43,100.4271
11/4/2016,1774.49,172.29,440.0993,4/16/1903,5.15,1.82,5.05,1.45,99.0394
11/3/2016,1776.24,172.05,439.908,4/16/1903,5.12,1.79,5,1.44,100.2003
11/2/2016,1776.3199,172.24,439.8313,4/16/1903,5.1,1.8,4.99,1.44,98.1223
11/1/2016,1780.55,172.22,440.0504,4/19/1903,5.04,1.78,4.92,1.42,99.0282
10/31/2016,1789.47,172.2,440.4101,4/21/1903,5.02,1.75,4.77,1.4,98.0621
10/28/2016,1794.25,172.07,440.2103,4/20/1903,5.02,1.74,4.67,1.39,99.0173
10/27/2016,1797.74,172.18,440.972,4/22/1903,4.97,1.7,4.6,1.38,96.5393
10/26/2016,1801.42,172.77,442.2666,4/27/1903,4.95,1.7,4.57,1.38,92.0726
10/25/2016,1804.8199,173.26,443.2534,5/2/1903,5.13,1.7,4.53,1.37,89.9583
10/24/2016,1804.54,173.24,443.3079,5/1/1903,5.18,1.69,4.54,1.36,92.0763
10/21/2016,1802.76,173.46,443.3403,4/28/1903,5.25,1.71,4.58,1.36,90.7209
10/20/2016,1802.4,173.45,443.166,4/26/1903,5.26,1.71,4.56,1.36,93.2537
10/19/2016,1800.45,173.4,442.5604,4/21/1903,5.33,1.73,4.59,1.35,94.4607
10/18/2016,1796.33,173.28,441.9638,4/19/1903,5.32,1.74,4.65,1.36,93.5284
10/17/2016,1793.53,173,441.5753,4/21/1903,5.25,1.74,4.67,1.37,94.7261
10/14/2016,1792.36,172.59,441.386,4/23/1903,5.19,1.72,4.65,1.37,95.8832
10/13/2016,1789.89,173.08,441.8716,4/24/1903,5.22,1.74,4.71,1.39,90.2613
10/12/2016,1791.75,172.55,441.3146,4/24/1903,5.17,1.73,4.63,1.39,90.6661
10/11/2016,1791.62,172.66,441.6585,4/26/1903,5.16,1.72,4.64,1.4,89.5437
10/7/2016,1790.63,172.79,442.1494,4/26/1903,5.17,1.73,4.66,1.41,88.4015
10/6/2016,1789.76,172.65,442.1019,4/29/1903,5.11,1.72,4.65,1.42,88.3558
10/5/2016,1788.71,172.69,442.4935,4/29/1903,5.13,1.73,4.65,1.44,86.6591
10/4/2016,1787.17,172.9,442.8525,4/30/1903,5.15,1.75,4.68,1.45,86.0904
10/3/2016,1785.1899,173.58,443.7123,5/1/1903,5.18,1.77,4.75,1.46,82.8466
9/30/2016,1782.59,173.61,443.5396,4/27/1903,5.23,1.79,4.8,1.46,82.8576
9/29/2016,1780.23,174.2,444.1138,4/27/1903,5.29,1.8,4.87,1.47,82.1737
9/28/2016,1776.65,173.98,444.7447,4/26/1903,5.31,1.77,4.91,1.47,81.2071
9/27/2016,1773.65,174.07,444.2184,4/24/1903,5.35,1.83,4.95,1.47,81.039
9/26/2016,1774.5601,173.7,443.6564,4/23/1903,5.57,1.87,4.92,1.46,84.6264
9/23/2016,1775.58,173.51,444.6239,4/25/1903,5.49,1.82,4.87,1.45,86.0262
9/22/2016,1774.3101,173.23,445.1124,4/24/1903,5.5,1.79,4.86,1.45,84.3915
9/21/2016,1765.27,172.6,441.5998,4/9/1903,5.7,1.86,4.97,1.46,87.2682
9/20/2016,1763.72,172.29,441.0469,4/8/1903,5.71,1.86,4.99,1.47,91.0827
9/19/2016,1763.11,172.07,440.5434,4/7/1903,5.71,1.87,4.99,1.48,92.9364
9/16/2016,1761.09,171.88,440.0813,4/6/1903,5.61,1.89,5.02,1.49,92.6434
9/15/2016,1762.09,171.81,440.7241,4/6/1903,5.61,1.87,5,1.49,96.0897
9/14/2016,1761.5,171.91,440.7413,4/6/1903,5.61,1.88,5.01,1.49,93.556
9/13/2016,1761.52,171.46,441.5381,4/11/1903,5.49,1.81,4.98,1.48,92.4843
9/12/2016,1768.58,172.22,443.2717,4/12/1903,5.55,1.81,4.91,1.48,88.8803
9/9/2016,1771.5,172.4,444.2026,4/15/1903,5.46,1.77,4.79,1.46,88.8867
9/8/2016,1777.67,173.15,446.5347,4/22/1903,5.37,1.75,4.67,1.45,82.5065
9/7/2016,1776.5,174.18,447.4644,4/21/1903,5.47,1.78,4.82,1.45,80.1086
9/6/2016,1774.61,174.23,446.5885,4/17/1903,5.53,1.81,4.84,1.44,80.1915
9/2/2016,1771.03,173.64,444.6701,4/12/1903,5.54,1.82,4.88,1.44,81.2602
9/1/2016,1770.02,174,444.9513,4/9/1903,5.63,1.83,4.89,1.43,78.2457
8/31/2016,1770.79,174.04,445.6667,4/11/1903,5.58,1.8,4.9,1.43,77.0728
8/30/2016,1771.86,174.06,446.1649,4/13/1903,5.53,1.79,4.89,1.42,76.5023
8/29/2016,1770.86,174.2,446.2272,4/12/1903,5.55,1.79,4.89,1.43,75.0288
8/26/2016,1769.63,173.29,444.965,4/10/1903,5.5,1.77,4.86,1.42,78.4859
8/25/2016,1769.25,173.86,445.4237,4/8/1903,5.59,1.81,4.91,1.43,78.1368
8/24/2016,1768.95,174.1,445.8874,4/10/1903,5.57,1.81,4.95,1.43,79.5336
8/23/2016,1768.02,174.11,446.37,4/11/1903,5.55,1.81,4.95,1.44,79.99
8/22/2016,1766.51,174.08,446.0415,4/10/1903,5.57,1.82,4.97,1.44,80.0552
8/19/2016,1765.21,173.52,445.9484,4/10/1903,5.54,1.79,4.95,1.44,82.8142
8/18/2016,1764.78,173.86,446.6269,4/11/1903,5.57,1.81,5,1.45,83.0072
8/17/2016,1763.09,173.51,445.7142,4/9/1903,5.56,1.81,4.97,1.46,81.9351
8/16/2016,1761.78,173.18,445.6225,4/9/1903,5.54,1.79,4.99,1.47,82.4639
8/15/2016,1758.89,173.29,445.5647,4/7/1903,5.6,1.82,5.06,1.48,82.7761
8/12/2016,1755.97,173.67,444.877,4/4/1903,5.67,1.87,5.12,1.49,80.3767
8/11/2016,1754.67,172.95,443.5531,4/1/1903,5.66,1.86,5.09,1.49,81.3304
8/10/2016,1753.39,173.71,444.2172,4/2/1903,5.71,1.9,5.17,1.5,81.9456
8/9/2016,1751,173.21,443.0152,3/30/1903,5.71,1.91,5.19,1.51,83.3019
8/8/2016,1744.84,172.6,441.7794,3/28/1903,5.71,1.91,5.23,1.52,86.1937
8/5/2016,1740.61,172.33,440.9973,3/25/1903,5.76,1.94,5.28,1.53,86.2439
8/4/2016,1735.6,172.97,441.2941,3/21/1903,5.89,2,5.43,1.56,85.3863
8/3/2016,1730.8101,172.36,439.6269,3/17/1903,5.92,2.01,5.45,1.56,87.122
8/2/2016,1730.59,172.44,439.785,3/18/1903,5.87,2,5.45,1.56,87.3044
8/1/2016,1734.36,173.1,440.5211,3/20/1903,5.84,2,5.41,1.55,83.2676
7/29/2016,1734.5,173.7,440.8964,3/19/1903,5.87,2.02,5.4,1.54,79.3797
7/28/2016,1736.34,173.16,439.9273,3/19/1903,5.81,2,5.33,1.53,79.3885
7/27/2016,1737.66,173.23,439.7198,3/17/1903,5.81,2,5.3,1.52,77.5242
7/26/2016,1738.62,172.76,439.2146,3/17/1903,5.81,1.97,5.21,1.51,80.3182
7/25/2016,1741.08,172.81,439.7671,3/20/1903,5.72,1.96,5.17,1.49,83.5818
7/22/2016,1740.5,172.87,439.9347,3/21/1903,5.72,1.96,5.2,1.49,85.9735
7/21/2016,1739.64,172.83,439.5415,3/20/1903,5.74,1.98,5.21,1.49,87.4196
7/20/2016,1737.8199,172.58,439.7444,3/21/1903,5.69,1.95,5.21,1.5,86.5879
7/19/2016,1736.5699,172.77,440.2557,3/21/1903,5.71,1.95,5.25,1.51,85.88
7/18/2016,1736.12,172.47,439.8784,3/18/1903,5.74,1.95,5.23,1.51,88.8108
7/15/2016,1735.66,172.35,440.1444,3/18/1903,5.73,1.93,5.2,1.51,87.9229
7/14/2016,1734.73,172.98,440.9858,3/17/1903,5.78,1.95,5.25,1.52,85.8343
7/13/2016,1731.8,173.63,441.7209,3/16/1903,5.83,1.98,5.32,1.53,80.5111
7/12/2016,1732.33,172.96,441.0967,3/15/1903,5.82,1.96,5.25,1.54,81.6873
7/11/2016,1722.11,173.48,441.7519,3/13/1903,5.91,2,5.43,1.57,77.3262
7/8/2016,1712.28,173.79,440.9853,3/8/1903,6.04,2.07,5.64,1.61,74.8889
7/7/2016,1704.66,173.29,439.8169,3/5/1903,6.09,2.09,5.77,1.63,79.1804
7/6/2016,1700.01,172.92,439.3916,3/3/1903,6.13,2.1,5.85,1.65,78.6936
7/5/2016,1698.51,173.14,439.6341,3/3/1903,6.15,2.12,5.9,1.65,82.1398
7/1/2016,1695.47,171.88,437.3475,3/1/1903,6.1,2.1,5.85,1.65,85.2529
6/30/2016,1688.84,171.2,435.6099,2/24/1903,6.17,2.12,5.94,1.66,88.4086
6/29/2016,1683.42,171.3,434.9785,2/22/1903,6.2,2.15,6.02,1.67,87.4772
6/28/2016,1674.23,171.13,432.4202,2/14/1903,6.37,2.24,6.16,1.7,84.9253
6/27/2016,1673.37,171.02,430.6033,2/9/1903,6.45,2.29,6.16,1.71,84.0265
6/24/2016,1685.9,169.82,429.4263,2/11/1903,6.31,2.23,5.87,1.68,92.8972
6/23/2016,1695.23,169.06,429.9509,2/17/1903,6.01,2.07,5.57,1.58,96.1295
6/22/2016,1690.75,169.39,429.5688,2/12/1903,6.15,2.13,5.68,1.61,93.7952
6/21/2016,1687.87,169.22,429.1413,2/9/1903,6.18,2.13,5.69,1.62,93.8921
6/20/2016,1686.8101,169.38,428.9344,2/9/1903,6.26,2.16,5.72,1.63,93.9459
6/17/2016,1676.9301,169.44,428.056,2/3/1903,6.4,2.22,5.9,1.68,91.2773
6/16/2016,1673.59,169.94,428.2211,2/1/1903,6.46,2.25,5.98,1.68,88.9345
6/15/2016,1679.78,169.66,427.8706,2/1/1903,6.43,2.24,5.87,1.67,89.8352
6/14/2016,1679.62,169.46,427.2987,1/31/1903,6.42,2.23,5.83,1.67,88.5165
6/13/2016,1688.04,169.77,428.2398,2/4/1903,6.33,2.2,5.71,1.63,89.1273
6/10/2016,1690.3101,169.74,428.8062,2/7/1903,6.24,2.16,5.64,1.6,90.7851
6/9/2016,1692.72,169.5,429.1981,2/9/1903,6.16,2.11,5.55,1.58,91.5694
6/8/2016,1692.9301,169.12,429.1617,2/11/1903,6.09,2.08,5.53,1.58,92.3056
6/7/2016,1686.29,168.85,428.2196,2/7/1903,6.16,2.1,5.61,1.58,93.0456
6/6/2016,1680.34,168.58,427.607,2/3/1903,6.22,2.11,5.69,1.6,94.1349
6/3/2016,1673.89,168.75,426.5838,1/29/1903,6.31,2.15,5.78,1.6,92.4853
6/2/2016,1672,167.71,424.785,1/25/1903,6.27,2.11,5.69,1.59,90.9804
6/1/2016,1670.03,167.31,424.1368,1/21/1903,6.3,2.1,5.69,1.58,93.2704
5/31/2016,1673.4399,167.43,424.0452,1/20/1903,6.33,2.11,5.66,1.57,96.4911
5/27/2016,1671.14,167.31,424.1254,1/20/1903,6.35,2.11,5.67,1.58,93.8488
5/26/2016,1671.0601,167.4,424.1077,1/20/1903,6.35,2.12,5.67,1.58,95.8849
5/25/2016,1668.99,166.69,423.3458,1/20/1903,6.29,2.1,5.63,1.59,94.4032
5/24/2016,1664.3,166.63,423.0285,1/18/1903,6.33,2.12,5.71,1.61,94.9408
5/23/2016,1660.15,166.74,423.0465,1/17/1903,6.36,2.13,5.79,1.62,93.3974
5/20/2016,1658.37,166.68,423.1307,1/17/1903,6.36,2.13,5.81,1.62,95.8024
5/19/2016,1653.6899,166.79,422.9786,1/16/1903,6.39,2.13,5.88,1.61,96.2746
5/18/2016,1660.47,166.34,424.0383,1/21/1903,6.26,2.07,5.77,1.6,95.7949
5/17/2016,1660.6899,167.63,426.0948,1/24/1903,6.3,2.11,5.87,1.59,93.7417
5/16/2016,1658.42,167.62,426.0383,1/24/1903,6.34,2.12,5.91,1.59,96.299
5/13/2016,1655.0601,168.18,426.3855,1/22/1903,6.42,2.15,5.99,1.59,95.0096
5/12/2016,1656.3199,167.56,426.1051,1/20/1903,6.44,2.12,5.95,1.59,99.3577
5/11/2016,1655.67,168.03,426.1533,1/16/1903,6.55,2.15,6,1.58,100.4775
5/10/2016,1651.0601,167.71,425.3091,1/14/1903,6.57,2.16,6.04,1.58,103.5339
5/9/2016,1647.29,167.62,424.8059,1/12/1903,6.63,2.18,6.11,1.59,104.0688
5/6/2016,1647.61,167.54,424.7803,1/12/1903,6.59,2.16,6.08,1.57,104.1077
5/5/2016,1652.99,167.97,424.6666,1/11/1903,6.63,2.18,6,1.55,102.3151
5/4/2016,1653.52,167.61,424.2881,1/10/1903,6.62,2.16,5.98,1.54,103.3123
5/3/2016,1657.39,167.63,424.7305,1/12/1903,6.53,2.13,5.91,1.52,103.8356
5/2/2016,1663.38,167.06,424.7673,1/16/1903,6.41,2.07,5.75,1.5,107.6789
4/29/2016,1663.17,167.56,425.1048,1/16/1903,6.46,2.1,5.77,1.5,104.7681
4/28/2016,1663.75,167.24,425.0386,1/15/1903,6.39,2.08,5.82,1.5,103.6706
4/27/2016,1656.36,167.06,424.0223,1/10/1903,6.42,2.09,5.87,1.5,102.9526
4/26/2016,1651.67,166.29,422.9929,1/6/1903,6.43,2.06,5.86,1.5,106.228
4/25/2016,1649.12,166.47,423.3715,1/6/1903,6.45,2.08,5.91,1.51,107.8732
4/22/2016,1650.5601,166.57,424.2717,1/8/1903,6.43,2.06,5.87,1.52,106.5956
4/21/2016,1651.02,166.54,424.9405,1/9/1903,6.41,2.05,5.86,1.53,105.1138
4/20/2016,1649.86,166.41,425.5473,1/8/1903,6.47,2.05,5.89,1.56,104.7248
4/19/2016,1642.83,166.82,425.5631,1/6/1903,6.6,2.11,6.03,1.59,102.3666
4/18/2016,1632.49,166.55,424.298,1/1/1903,6.72,2.16,6.17,1.63,102.56
4/15/2016,1632.58,166.75,424.4288,1/2/1903,6.7,2.17,6.16,1.63,101.4197
4/14/2016,1632.4399,166.29,424.2939,1/3/1903,6.65,2.15,6.12,1.64,102.1643
4/13/2016,1628.2,166.33,423.3742,12/31/1902,6.75,2.19,6.22,1.65,101.3501
4/12/2016,1616.95,165.86,421.8991,12/23/1902,6.85,2.22,6.38,1.67,103.3553
4/11/2016,1611.15,166.25,421.4933,12/20/1902,6.97,2.28,6.48,1.69,102.2694
4/8/2016,1607.6,166.18,420.7202,12/16/1902,7.03,2.3,6.51,1.69,101.7721
4/7/2016,1603.26,166.61,420.7703,12/14/1902,7.09,2.32,6.6,1.68,99.7102
4/6/2016,1604.33,165.85,420.4258,12/15/1902,7.02,2.28,6.53,1.68,101.7475
4/5/2016,1599.08,166.09,420.3018,12/14/1902,7.05,2.3,6.63,1.69,99.6079
4/4/2016,1603.23,165.49,420.4037,12/17/1902,6.94,2.25,6.55,1.68,102.1785
4/1/2016,1600.35,165.22,420.0589,12/17/1902,6.9,2.25,6.56,1.68,104.6116
3/31/2016,1600.51,165.3,420.3881,12/16/1902,7.1,2.24,6.56,1.68,104.3644
3/30/2016,1596.51,164.74,419.0103,12/13/1902,7.1,2.24,6.56,1.69,106.2179
3/29/2016,1588.66,164.87,418.2752,12/10/1902,7.17,2.27,6.68,1.7,101.5294
3/28/2016,1593.74,164.33,417.5619,12/9/1902,7.13,2.24,6.56,1.69,101.6887
3/24/2016,1595.02,164.05,417.0982,12/7/1902,7.13,2.24,6.51,1.69,102.6991
3/23/2016,1604.76,164.43,418.1493,12/11/1902,7.06,2.22,6.38,1.67,102.2597
3/22/2016,1607.16,163.59,417.7568,12/14/1902,6.95,2.18,6.28,1.67,104.9762
3/21/2016,1609.14,163.36,418.0134,12/14/1902,6.96,2.18,6.24,1.7,103.9396
3/18/2016,1606.54,163.71,417.97,12/11/1902,7.04,2.22,6.29,1.72,103.3838
3/17/2016,1597.1,163.15,416.7639,12/5/1902,7.12,2.23,6.41,1.73,102.8519
3/16/2016,1586.96,162.6,414.2389,11/29/1902,7.22,2.28,6.53,1.74,104.903
3/15/2016,1589.12,162.37,413.1894,11/27/1902,7.18,2.27,6.46,1.74,100.1719
3/14/2016,1594.14,162.25,413.752,12/2/1902,7.08,2.25,6.38,1.75,99.9395
3/11/2016,1590.08,161.53,413.3855,12/2/1902,7.06,2.26,6.42,1.8,102.2631
3/10/2016,1577.75,161.38,412.7863,11/28/1902,7.21,2.31,6.66,1.86,100.1859
3/9/2016,1572.4399,161.35,412.6604,11/26/1902,7.28,2.35,6.76,1.9,98.1875
3/8/2016,1575.3199,161.75,412.5911,11/23/1902,7.36,2.38,6.73,1.91,95.8817
3/7/2016,1576.75,160.95,412.3401,11/27/1902,7.23,2.35,6.64,1.91,99.5973
3/4/2016,1571.6801,160.7,412.1185,11/25/1902,7.27,2.37,6.69,1.94,100.8471
3/3/2016,1560.62,160.88,411.8765,11/20/1902,7.41,2.41,6.88,1.97,98.4472
3/2/2016,1555.62,160.43,410.8015,11/16/1902,7.48,2.42,6.9,1.98,99.5496
3/1/2016,1545.98,160.16,409.878,11/11/1902,7.6,2.46,7.03,2.02,98.3852
2/29/2016,1532.4,160.84,409.3391,11/7/1902,7.8,2.54,7.26,2.05,95.7097
2/26/2016,1523.78,160.43,408.4885,11/3/1902,7.81,2.56,7.42,2.08,96.4999
2/25/2016,1512.65,160.9,408.8306,10/31/1902,7.96,2.63,7.68,2.12,98.5338
2/24/2016,1504.04,160.24,408.1764,10/29/1902,7.95,2.62,7.78,2.14,99.0565
2/23/2016,1507.9399,160.33,407.9884,10/31/1902,7.91,2.62,7.7,2.13,98.4807
2/22/2016,1507.8199,159.99,407.8344,10/30/1902,7.89,2.61,7.69,2.14,99.7761
2/19/2016,1500.02,159.92,406.8853,10/25/1902,8,2.65,7.81,2.18,99.897
2/18/2016,1503.8,159.79,406.8146,10/24/1902,8.02,2.64,7.77,2.18,104.2238
2/17/2016,1497.4301,158.83,405.7693,10/20/1902,8.15,2.65,7.82,2.21,107.3121
2/16/2016,1485.51,159.16,404.691,10/12/1902,8.32,2.72,8.06,2.23,105.0572
2/12/2016,1477.2,159.2,403.7917,10/6/1902,8.48,2.77,8.2,2.29,103.2122
2/11/2016,1468.74,160.16,403.9366,10/6/1902,8.55,2.84,8.39,2.28,100.5161
2/10/2016,1485.45,160.32,404.2537,10/11/1902,8.38,2.78,8.09,2.21,97.8154
2/9/2016,1480.64,160.03,404.2996,10/14/1902,8.32,2.76,8.15,2.22,103.1928
2/8/2016,1488.09,160.46,404.7881,10/18/1902,8.23,2.74,8.07,2.17,107.8037
2/5/2016,1506.58,159.73,404.9445,10/22/1902,8.06,2.66,7.68,2.12,110.9634
2/4/2016,1511.45,159.55,404.6661,10/21/1902,8.05,2.66,7.62,2.12,113.7078
2/3/2016,1509.8101,159.4,403.6832,10/18/1902,8.12,2.67,7.66,2.12,115.9851
2/2/2016,1513.1801,159.8,403.4929,10/16/1902,8.03,2.68,7.58,2.1,112.0552
2/1/2016,1520.83,159,403.5338,10/19/1902,7.91,2.59,7.36,2.07,114.7125
1/29/2016,1523.6899,159.55,404.2073,10/20/1902,7.93,2.6,7.34,2.04,114.3251
1/28/2016,1518.29,159.01,402.7985,10/16/1902,7.97,2.59,7.37,2.03,115.7251
1/27/2016,1514.49,159.02,401.7372,10/11/1902,8.06,2.61,7.4,2.02,116.2383
1/26/2016,1511.83,159.15,400.8797,10/8/1902,8.13,2.64,7.44,2.02,114.9983
1/25/2016,1509.98,159.08,400.3913,10/6/1902,8.12,2.63,7.46,2,114.045
1/22/2016,1506.55,158.97,400.4251,10/7/1902,8.06,2.61,7.5,1.99,117.8699
1/21/2016,1491.8101,158.83,398.8363,9/30/1902,8.27,2.69,7.76,2.02,119.391
1/20/2016,1484.4301,159.37,398.6324,9/29/1902,8.35,2.71,7.9,2,115.7163
1/19/2016,1505.9,159.58,399.7415,10/5/1902,8.12,2.62,7.53,1.92,118.1549
1/15/2016,1504.6899,159.76,399.6629,10/5/1902,8.13,2.62,7.55,1.9,118.0698
1/14/2016,1521.9,159.45,400.8941,10/10/1902,7.94,2.52,7.23,1.85,119.2265
1/13/2016,1530.4301,160.31,401.3269,10/14/1902,7.84,2.52,7.13,1.82,118.1324
1/12/2016,1536.9399,160.14,401.6783,10/19/1902,7.71,2.49,7.03,1.8,117.5683
1/11/2016,1539.8199,159.59,401.8994,10/24/1902,7.57,2.44,6.95,1.78,123.9729
1/8/2016,1544.04,159.97,402.8151,10/26/1902,7.51,2.41,6.91,1.77,118.0063
1/7/2016,1542.36,159.76,402.6413,10/26/1902,7.49,2.4,6.89,1.77,119.3528
1/6/2016,1548.38,159.81,403.6828,10/28/1902,7.37,2.34,6.76,1.74,119.0205
1/5/2016,1548.48,159.08,403.4527,10/31/1902,7.28,2.28,6.68,1.73,121.7727
1/4/2016,1543.4399,159.15,402.145,10/28/1902,7.34,2.34,6.74,1.74,120.2931
12/31/2015,1548.58,158.98,402.4758,10/29/1902,7.25,2.28,6.6,1.71,121.7687
12/30/2015,1547.88,158.64,402.0467,10/29/1902,7.22,2.26,6.58,1.71,121.9081
12/29/2015,1547.21,158.44,401.9883,10/28/1902,7.23,2.26,6.58,1.73,120.9946
12/28/2015,1543.5601,159.33,402.6748,10/26/1902,7.35,2.3,6.69,1.73,121.9597
12/24/2015,1542.41,159.06,402.4097,10/25/1902,7.34,2.3,6.67,1.74,123.8646
12/23/2015,1541.14,158.8,402.1311,10/25/1902,7.34,2.29,6.66,1.73,126.8131
12/22/2015,1535.34,158.99,401.8845,10/22/1902,7.4,2.31,6.76,1.74,126.0809
12/21/2015,1532.39,159.39,402.1859,10/22/1902,7.43,2.33,6.85,1.75,124.3383
12/18/2015,1533,159.49,402.24,10/24/1902,7.4,2.33,6.79,1.74,124.7676
12/17/2015,1543.53,159.3,402.4948,10/26/1902,7.3,2.33,6.59,1.72,123.4968
12/16/2015,1544.09,158.69,401.4678,10/24/1902,7.34,2.33,6.57,1.73,128.9421
12/15/2015,1539.38,158.82,401.4599,10/25/1902,7.54,2.4,6.67,1.74,129.7912
